City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
191,Half Moon Bay,US,65.91,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
192,Khasan,RU,68.02,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
193,Bengkulu,ID,83.68,few clouds,-3.8004,102.2655,Grage Hotel Bengkulu
195,La Asuncion,VE,78.39,clear sky,11.0333,-63.8628,Colinas de Matasiete
196,Leninsk,RU,75.81,few clouds,48.7119,45.1994,Turbaza Odisseya
197,Banda Aceh,ID,87.35,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
198,Porto Novo,BJ,72.41,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
199,Kuraymah,SD,88.43,overcast clouds,18.55,31.85,Nubian House
200,Conselheiro Pena,BR,65.1,clear sky,-19.1722,-41.4722,Hotel Bela Adormecida
201,Conde,BR,71.82,overcast clouds,-7.2597,-34.9075,Pousada Beija Flor
203,Korsor,DK,69.98,scattered clouds,55.3299,11.1386,Comwell Klarskovgaard
206,Qujing,CN,71.02,overcast clouds,25.4833,103.7833,Yulong Hotel
209,Sahbuz,AZ,76.6,clear sky,39.4072,45.5739,
210,Sur,OM,86.29,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
211,Mogadishu,SO,75.56,broken clouds,2.0371,45.3438,Hotel Juba
212,Antalaha,MG,67.24,light rain,-14.9003,50.2788,Hotel Vitasoa
213,Saint Anthony,US,80.53,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
215,Praya,CV,76.53,broken clouds,14.9215,-23.5087,LT Aparthotel
217,Wanning,CN,83.73,few clouds,18.8003,110.3967,Paradise Hotel
218,Tucurui,BR,78.44,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
219,Pontianak,ID,89.58,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
220,Sanmenxia,CN,88.77,clear sky,34.7747,111.1814,Pengzhou Hotel
222,Matamoros,MX,88.59,clear sky,25.5333,-103.25,Quinta Belem
223,Alibag,IN,82.47,overcast clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
226,Saint-Philippe,RE,67.59,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
229,Jalu,LY,70.41,clear sky,29.0331,21.5482,صاحبة الفخامة
231,Pitimbu,BR,73.99,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
232,Cam Ranh,VN,87.76,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
233,Bud,US,80.58,clear sky,39.447,-86.1758,Ted McQuinn Trust
234,Vanavara,RU,70.11,light rain,60.34,102.2797,
236,Fairbanks,US,67.6,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
238,Djenne,ML,76.84,broken clouds,13.9061,-4.5533,Hôtel Chez Baba
239,Miyako,JP,76.12,overcast clouds,39.6367,141.9525,Hotel Route Inn Miyako
241,Hargeysa,SO,66.06,broken clouds,9.56,44.065,City Center Hotel
242,Biak,ID,81.16,scattered clouds,-0.9131,122.8766,Penginapan Kim
243,Garissa,KE,69.58,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
245,Ewa Beach,US,84.15,clear sky,21.3156,-158.0072,Base Lodging
246,Serra Branca,BR,70.16,overcast clouds,-6.5333,-38.2667,
247,Kangaba,ML,70.12,overcast clouds,11.9333,-8.4167,CAF (case de l´amitié et de la fraternité)
249,Sakakah,SA,88.38,few clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
250,Rangia,IN,82.35,light rain,26.4667,91.6333,Kalita Tours & Travels - Trusted Travel Planner for North East India
251,Kavaratti,IN,80.98,overcast clouds,10.5669,72.642,Green leaf
252,Owando,CG,72.79,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
255,Tautira,PF,75.52,light rain,-17.7333,-149.15,Pension Oaoa
256,Port Keats,AU,87.73,broken clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
257,Tomatlan,MX,79.81,broken clouds,19.9333,-105.25,El Salvial
258,Billings,US,79.66,clear sky,45.7833,-108.5007,Best Western Plus Clocktower Inn
260,Tiznit,MA,88.84,broken clouds,29.5833,-9.5,
261,Sao Filipe,CV,75.18,scattered clouds,14.8961,-24.4956,Hotel Xaguate
265,Eyl,SO,78.39,scattered clouds,7.9803,49.8164,Amiin Hotel
266,Buala,SB,85.15,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
267,Kavieng,PG,83.12,light rain,-2.5744,150.7967,Nusa Island Retreat
268,Entebbe,UG,66.52,few clouds,0.0644,32.4469,WB APARTMENT
269,Trairi,BR,75.42,scattered clouds,-3.2778,-39.2689,janelas do mar
271,Milkovo,RU,84.67,overcast clouds,54.7167,158.6167,"Hotel ""Geologist"""
272,Labuhan,ID,85.68,scattered clouds,-6.8844,112.2051,DoubleFAG
273,Orange,US,83.53,scattered clouds,33.7,-117.7675,Meadows
275,Carutapera,BR,74.93,scattered clouds,-1.195,-46.02,Lidera
276,Paris,FR,66.11,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
277,Manpur,IN,76.6,overcast clouds,22.4333,75.6167,Manpur Guest House PWD
279,Najran,SA,80.64,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
280,Dauriya,RU,81.59,few clouds,49.9333,116.8667,
281,Los Llanos De Aridane,ES,67.75,few clouds,28.6585,-17.9182,Valle Aridane
282,Ormara,PK,83.37,overcast clouds,25.2088,64.6357,Kenara Colony House for Rent
283,Tambun,ID,87.69,clear sky,-6.2641,107.0712,Kost Putra Metland Tambun
285,Porbandar,IN,82.38,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
290,Sinnamary,GF,76.87,scattered clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
293,Zaraza,VE,72.1,overcast clouds,9.3503,-65.3245,Hotel Zaraza
294,Xuanwu,CN,84.07,light rain,32.069,118.8138,东方珍珠饭店
296,Tiarei,PF,77.02,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
298,Lichuan,CN,67.46,overcast clouds,30.3,108.85,Yuanlai Homestay
299,Karratha,AU,78.94,clear sky,-20.7377,116.8463,ibis Styles Karratha
300,Pascagoula,US,86.05,clear sky,30.3658,-88.5561,Regency Inn
302,Honolulu,US,84.02,broken clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
303,Trinidad,BO,70.41,few clouds,-14.8333,-64.9,Hotel Piesta
305,Mangrol,IN,82.13,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
306,Vila Franca Do Campo,PT,75.2,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
308,Nata,PA,76.15,overcast clouds,8.3333,-80.5167,Rey David
309,Toora-Khem,RU,70.68,clear sky,52.4675,96.11,
311,Los Alamos,US,74.01,broken clouds,35.8881,-106.307,Motel 6 Los Alamos NM
312,Bahia Honda,CU,79.25,scattered clouds,22.9036,-83.1592,Casa Gualberto - Deysi
314,Evensk,RU,68.65,few clouds,61.95,159.2333,
315,Humberto De Campos,BR,74.41,few clouds,-2.5983,-43.4611,Pousada do Cabeça
316,Mozarlandia,BR,71.24,clear sky,-14.7447,-50.5706,Hotel Santa Mônica
317,Garowe,SO,74.75,few clouds,8.4054,48.4845,Curubo Hotel
320,Celestun,MX,81.7,broken clouds,20.8667,-90.4,Posada Lilia
322,Atambua,ID,82.18,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
323,Cabo San Lucas,MX,88.9,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
324,Wabrzezno,PL,67.06,clear sky,53.2799,18.9477,AGROTURYSTYKA
325,High Rock,BS,82.42,clear sky,26.6208,-78.2833,Hideaway Bahamas Beach Club
328,Balkhash,KZ,86.61,clear sky,46.844,74.9804,Family
330,Gorontalo,ID,88.11,few clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
331,Kirakira,SB,84.76,few clouds,-10.4544,161.9205,SanBiz Lodge
332,Tura,IN,80.13,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
333,Zuenoula,CI,70.09,overcast clouds,7.4292,-6.0431,Hotel Prestige Zla
334,Acapulco,MX,84.02,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
336,Matay,EG,75.54,clear sky,28.419,30.7792,Nag Aespen
338,Clifton,US,84.81,clear sky,40.8584,-74.1638,Quality Urban Housing
339,Millinocket,US,68.11,clear sky,45.6573,-68.7098,Katahdin Inn & Suites
340,Kudahuvadhoo,MV,81.05,moderate rain,2.6708,72.8944,Niyama Private Islands Maldives
342,Arona,ES,79.7,clear sky,28.0996,-16.681,Paradise Court
346,Hovd,MN,66.04,clear sky,48.0056,91.6419,Hotel Khovd
348,Cabedelo,BR,74.07,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
349,San Cristobal,VE,68.18,broken clouds,7.7669,-72.225,Pirineos
355,Jurado,CO,77.18,light rain,7.1053,-77.7641,
356,Dhidhdhoo,MV,81.82,light rain,6.8833,73.1,Dhidhoo beach
358,Santa Cruz Cabralia,BR,68.23,broken clouds,-16.2781,-39.0247,Puerto Princesa Inn
360,Marawi,PH,78.22,broken clouds,7.9986,124.2928,Derogongan Residence
362,Westport,US,81.95,clear sky,41.1415,-73.3579,The Westport Inn
363,East Bethel,US,80.31,clear sky,45.3194,-93.2025,Norquist Camp Ground
364,Itarema,BR,73.67,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
366,Laurinburg,US,80.56,clear sky,34.7741,-79.4628,"Holiday Inn Express & Suites Laurinburg, an IHG Hotel"
367,Mantua,IT,73.35,clear sky,45.1667,10.7833,Hotel la Favorita
369,Moerai,PF,71.2,overcast clouds,-22.4333,-151.3333,Le Manotel
370,Kieta,PG,84.69,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
372,Vao,NC,74.19,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
373,Goderich,CA,71.91,clear sky,43.7501,-81.7165,Harmony Inn
375,Zelenokumsk,RU,70.84,scattered clouds,44.4069,43.8806,Zelenokumsk hotel
376,Takefu,JP,77.9,light rain,35.9039,136.1669,Hotel CrownHills Takefu
378,Bambous Virieux,MU,70.21,light rain,-20.3428,57.7575,Casa Tia Villa
381,Sokolo,ML,77.88,overcast clouds,14.7328,-6.1219,
382,Thinadhoo,MV,80.89,overcast clouds,0.5333,72.9333,
384,Samana,DO,78.87,few clouds,19.2056,-69.3369,The Bannister - Hotel & Yacht Club
385,Anapskaya,RU,70.03,scattered clouds,44.89,37.38,Continent Hotel
389,Bandundu,CD,73.27,scattered clouds,-3.3167,17.3667,Coja Color
391,Houma,US,84.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
394,Damara,CF,68.56,overcast clouds,4.9608,18.7035,
396,Tahe,CN,84.9,scattered clouds,52.3333,124.7333,塔河宾馆
398,Hami,CN,78.53,few clouds,42.8,93.45,Laoyutang Resort
399,Port Hedland,AU,84.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
401,Bambanglipuro,ID,79.72,broken clouds,-7.95,110.2833,Puri Brata
402,Vrangel,RU,68.34,overcast clouds,42.7297,133.0839,"Отель ""БАЛИ"""
404,Ilhabela,BR,68.09,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
406,Jiuquan,CN,71.44,broken clouds,39.7432,98.5174,Jiuquan Hotel
407,Chulman,RU,72.01,light rain,56.8479,124.9104,Gostinitsa
408,Ndele,CF,67.51,broken clouds,8.4109,20.6473,
410,Phan Thiet,VN,84.51,overcast clouds,10.9333,108.1,Hotel Saigon-PT
411,Tacoronte,ES,82.72,clear sky,28.4769,-16.4102,Casa Laurel
412,Mae Sot,TH,78.39,moderate rain,16.7167,98.5667,Suan Darb Porn Resort (บ้านสวนดาบพรรีสอร์ท)
413,Ndjole,GA,72.36,overcast clouds,-0.1783,10.7649,Motel Kédyann
416,Ozark,US,82.38,clear sky,37.0209,-93.206,Days Inn by Wyndham Ozark Springfield
417,Bose,IT,75.29,scattered clouds,45.4612,8.0137,Locanda Borgo Antico
418,Saint-Pierre,RE,69.48,clear sky,-21.3393,55.4781,Alize Plage
419,Mareeba,AU,82.44,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
420,Mayo,US,84.13,clear sky,38.8876,-76.5119,Resorts Resource Group International
421,Ust-Maya,RU,85.28,broken clouds,60.4167,134.5333,
422,Prescott Valley,US,85.53,few clouds,34.5894,-112.3252,Hampton Inn & Suites Prescott Valley
427,Nantucket,US,77.11,mist,41.2835,-70.0995,Jared Coffin House
429,Punta De Piedra,VE,70.83,scattered clouds,7.6176,-71.4916,Casa 7 Punta de Piedra
430,Marathon,US,72.64,clear sky,44.9,-89.7668,
432,Kijang,KR,87.53,overcast clouds,35.2442,129.2139,Samyang Beach Villa
433,Stepnyak,KZ,70.75,clear sky,52.8339,70.7803,
435,Villa Florida,PY,68.58,overcast clouds,-26.3833,-57.15,Parador Hotel Touring y Automóvil Club Paraguayo
436,Grand Gaube,MU,70.38,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
438,Diapaga,BF,75.99,overcast clouds,12.0708,1.7889,Hôtel GACILIE
439,South Lake Tahoe,US,76.89,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
440,Changli,CN,85.15,few clouds,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
441,Dingle,PH,87.66,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
442,Cerritos,US,83.8,clear sky,33.8583,-118.0648,Sheraton Cerritos Hotel
446,Luba,GQ,75.34,light rain,3.4568,8.5547,
449,Margate,GB,65.89,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
452,Aliaga,PH,81.9,moderate rain,15.5167,120.8667,Jhenie rich ramos
456,Lazaro Cardenas,MX,80.46,few clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
458,Les Cayes,HT,78.89,clear sky,18.2,-73.75,Villa Orphee
461,Labrea,BR,72.79,clear sky,-7.2586,-64.7981,Hotel Novo Horizonte
464,Valle Hermoso,MX,84.06,clear sky,25.6667,-97.8333,MAQUINARIA Y TRANSPORTE DE CARGA
465,Sao Miguel Do Araguaia,BR,70.79,clear sky,-13.275,-50.1628,Hotel Executivo Palace
466,Peniche,PT,67.28,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
467,Isangel,VU,79.84,overcast clouds,-19.55,169.2667,Tanna Lodge
470,Paro,BT,66.88,overcast clouds,27.4305,89.4133,Metta Resort and Spa
471,Omboue,GA,71.69,overcast clouds,-1.5746,9.2618,Hotel Olako
473,Nalut,LY,75.85,clear sky,30.3333,10.85,
475,Almeria,ES,68.77,clear sky,37.1667,-2.3333,Casa Rural El Laurel
476,Destin,US,86.0,clear sky,30.3935,-86.4958,Wingate by Wyndham Destin
478,Aguimes,ES,77.63,clear sky,27.9054,-15.4461,Hotel Villa de Aguimes
479,Cockburn Town,TC,82.08,clear sky,21.4612,-71.1419,Osprey Beach Hotel
481,Suruc,TR,78.91,clear sky,36.9761,38.425,PEHLİVANKESMESİ KÖYÜ
482,Nieves,PH,81.91,heavy intensity rain,15.3274,120.9485,Bill's Inn
483,Airai,TL,71.26,broken clouds,-8.9266,125.4092,
485,Svetlyy,RU,65.97,clear sky,54.675,20.1347,"Gostinitsa-Kafe, Alena"
486,Ajdabiya,LY,71.67,clear sky,30.7554,20.2263,Almadina Hotel
487,Bandarbeyla,SO,77.83,clear sky,9.4942,50.8122,JABIR HOTEL
488,Padang,ID,86.05,scattered clouds,-0.9492,100.3543,Mercure Padang
490,Majene,ID,84.69,clear sky,-3.5403,118.9707,Kost Putri RABBANI
492,Kununurra,AU,87.78,few clouds,-15.7667,128.7333,Hotel Kununurra
493,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
494,Kisangani,CD,68.76,few clouds,0.5167,25.2,Grand Ramela Hotel
495,Savannah Bight,HN,82.49,clear sky,16.45,-85.85,Villa on Dunbar Rock
497,Dongtai,CN,83.12,broken clouds,32.8523,120.3095,Super 8 Dongtai South Hailing Road
499,Huilong,CN,83.08,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
501,Methoni,GR,75.22,clear sky,36.8197,21.7049,Methoni Beach Hotel
502,Bowen,AU,70.63,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
505,Port-Gentil,GA,73.96,overcast clouds,-0.7193,8.7815,Fengshui Residence
507,Katsuura,JP,81.36,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
508,Tual,ID,78.8,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
509,Troy,US,78.73,scattered clouds,42.6056,-83.1499,Embassy Suites by Hilton Detroit Troy Auburn Hills
510,San Quintin,MX,69.73,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
512,Mao,ES,73.96,clear sky,39.8885,4.2658,ARTIEM Capri
513,Ust-Omchug,RU,70.21,overcast clouds,61.15,149.6333,
514,Lewistown,US,77.18,clear sky,40.5992,-77.5714,Quality Inn & Suites
515,Nabire,ID,85.98,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
519,Hede,CN,81.95,broken clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
520,Bilma,NE,86.14,broken clouds,18.6853,12.9164,Expeditions Ténére voyages
521,Kasongo-Lunda,CD,69.94,scattered clouds,-6.4667,16.8167,
522,Teya,RU,67.17,light rain,60.3778,92.6267,
523,Buchanan,LR,74.03,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
524,Basco,PH,85.91,few clouds,20.4487,121.9702,Nathaniel's Lodge
525,Kyaikkami,MM,80.19,moderate rain,16.08,97.5675,St. joseph catholic church
529,Tres Lagoas,BR,68.0,broken clouds,-20.7511,-51.6783,Druds Express Hotel
531,Betare Oya,CM,66.33,light rain,5.6,14.0833,Auberge Tembina Betaré Oya
532,Vila Velha,BR,66.94,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
533,Chapais,CA,65.98,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
535,Faya,SA,66.31,overcast clouds,18.3851,42.4509,املاك خالد الشعشوع
541,Ponta Delgada,PT,75.51,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
542,Ban Nahin,LA,82.33,overcast clouds,18.2418,104.2122,
543,Meulaboh,ID,84.27,moderate rain,4.1363,96.1285,Kost Pria
544,Auki,SB,85.96,overcast clouds,-8.7676,160.7034,Auki Motel
545,Huanren,CN,69.31,overcast clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
547,Tambacounda,SN,75.79,overcast clouds,13.7539,-13.7586,
548,Pozzallo,IT,75.99,clear sky,36.7305,14.8499,Mare Nostrum Petit Hôtel
